"Accession"	"Unidentified"	"Bacteria"	"Eukaryotes"
"SRR7595578"	94.56	5.38	0.05
"SRR7595085"	70.04	29.53	0.26
"SRR6321499"	4.51	95.07	0.41
"SRR7595586"	92.64	7.3	0.05
"SRR7597536"	69.72	22.85	5.96
"SRR7595022"	86.53	13.02	0.36
"SRR6321496"	3.19	96.52	0.29
"SRR7595212"	95.14	3.84	0.98
"SRR7597286"	66.38	26.64	5.27
"SRR7595087"	80.83	18.98	0.12
"SRR7594999"	89.91	9.79	0.26
"SRR7595083"	78.04	21.05	0.72
"SRR7597365"	56.19	41.04	1.94
"SRR7595010"	84.85	14.23	0.78
"SRR7594975"	63.42	35.51	0.74
"SRR7597583"	76.92	17.75	4.89
"SRR7595270"	72.76	27.1	0.09
"SRR6321504"	76.76	22.71	0.52
"SRR7595089"	84.52	14.35	0.95
"SRR7597641"	51.58	44.22	2.33
"SRR7595167"	84.03	14.21	1.58
"SRR7595224"	47.97	51.68	0.16
"SRR7595161"	82.56	17.24	0.13
"SRR7597660"	77.72	18.67	3.06
"SRR7595024"	72.54	27.33	0.06
"SRR7595020"	77.92	21.36	0.56
"SRR7353083"	93.61	6.31	0.08
"SRR7595221"	88.59	9.28	1.96
"SRR7597704"	84.73	12.91	2.06
"SRR7595198"	61.04	37.75	0.83
"SRR6321506"	3.66	95.9	0.43
"SRR7595111"	75.13	23.75	0.9
"SRR7595268"	74.21	25.69	0.05
"SRR6321503"	4.44	94.8	0.76
"SRR7595014"	89.77	10.09	0.1
"SRR7597574"	80.06	16.78	2.74
"SRR7595155"	93.14	6.74	0.09
"SRR7595039"	81.58	18.14	0.19
"SRR7597408"	77.18	20.06	1.66
"SRR7595153"	87.05	12.76	0.13
"SRR7595001"	66.35	31.97	1.24
"SRR7595159"	81.82	17.21	0.8
"SRR6747713"	91.98	7.91	0.09
"SRR7595117"	71.45	26.54	1.47
"SRR7597532"	83.62	13.55	1.1
"SRR7595005"	51.1	47.07	1.03
"SRR7595223"	72.52	26.67	0.59
"SRR7595282"	56.49	43.17	0.19
"SRR6826350"	74.8	25.17	0.01
"SRR7595287"	62.93	36.26	0.53
"SRR7595219"	89.22	8.55	2.07
"SRR7595280"	81.49	16.87	1.38
"SRR7595308"	94.08	5.75	0.14
"SRR7595272"	42	57.77	0.08
"SRR8090375"	95.36	4.56	0.05
"SRR7595157"	82.44	17.13	0.32
"SRR7595115"	81.68	16.17	1.8
"SRR7595149"	35.63	63.12	0.52
"SRR6747723"	94.41	5.49	0.07
"SRR6747712"	92.68	7.2	0.11
"SRR7595165"	77.77	21.41	0.68
"SRR7595145"	52.78	46.22	0.49
"SRR6747722"	94.54	5.32	0.11
"SRR7595210"	69.71	28.86	1.1
"SRR7595274"	81.18	18.65	0.11
"SRR7595151"	54.01	45.64	0.19
"SRR7597505"	57.97	35.83	4.31
"SRR7595230"	76.54	23.17	0.21
"SRR7595217"	55.07	43.41	1
"SRR7595285"	78.85	20.91	0.16
"SRR7595143"	53.99	44.91	0.55
"SRR7595012"	92.56	7.33	0.08
"SRR7595258"	83.84	15.76	0.31
"SRR7595008"	74.87	24.77	0.23
"SRR7594977"	62.91	36.28	0.52
"SRR6747729"	92.91	6.98	0.09
"SRR6747720"	94.29	5.59	0.11
"SRR6747734"	90.77	9.14	0.08
"SRR6747719"	93.95	5.96	0.09
"SRR7595226"	79.73	19.79	0.39
"SRR6747730"	94.69	5.22	0.08
"SRR6321502"	26.88	70.4	1.37
"SRR7595260"	91.61	6.25	1.99
"SRR7595163"	83.58	16.25	0.1
"SRR7595265"	85.46	14.23	0.24
"SRR6747717"	92.42	7.52	0.05
"SRR7595306"	86.01	13.83	0.12
"SRR7595276"	74.79	24.82	0.28
"SRR6747714"	92.28	7.62	0.1
"SRR6321497"	16.04	83.54	0.41
"SRR6747711"	94.23	5.68	0.07
"SRR6747732"	92.9	7	0.08
"SRR7595278"	89.26	10.61	0.09
"SRR6747740"	88.22	11.67	0.1
"SRR6747718"	92.27	7.65	0.07
"SRR7595119"	74.47	23.75	1.44
"SRR7595263"	79.57	19.93	0.36
"SRR6747724"	92.6	7.3	0.09
"SRR6747721"	94.19	5.69	0.1
"SRR7595304"	88.6	8.86	2.31
"SRR6747735"	91.47	8.41	0.09
"SRR7595284"	90.11	7.25	2.48
"SRR6747774"	89.9	10.04	0.05
"SRR6747750"	90.32	9.58	0.08
"SRR6747745"	92.39	7.52	0.08
"SRR6747762"	87.64	12.34	0.02
"SRR6747788"	95.58	4.35	0.06
"SRR6747716"	92.47	7.43	0.1
"SRR6747733"	90.67	9.22	0.1
"SRR6747755"	87.37	12.59	0.03
"SRR7595310"	94.66	5.18	0.14
"SRR6747749"	92.39	7.5	0.07
"SRR6747726"	92.3	7.6	0.09
"SRR6747715"	89.6	10.3	0.08
"SRR6747728"	93.35	6.54	0.1
"SRR6747727"	93	6.91	0.08
"SRR6747764"	91.34	8.63	0.03
"SRR6747754"	90.12	9.82	0.04
"SRR6747769"	84.13	15.85	0.01
"SRR6747770"	89.53	10.43	0.03
"SRR6747751"	83.61	16.32	0.05
"SRR6747748"	87.24	12.58	0.16
"SRR6747737"	87.71	12.21	0.07
"SRR6747747"	85.26	14.66	0.07
"SRR6747777"	90.61	9.33	0.06
"SRR6747752"	89.38	10.54	0.07
"SRR6747758"	89.18	10.79	0.02
"SRR6747725"	92.65	7.27	0.08
"SRR6747782"	99.49	0.46	0.04
"SRR6747783"	94.48	5.44	0.07
"SRR6747746"	92.04	7.79	0.16
"SRR6747739"	88.55	11.35	0.1
"SRR6747743"	92.24	7.68	0.07
"SRR6747736"	92.96	6.97	0.06
"SRR6747772"	91.13	8.78	0.08
"SRR6747767"	88.45	11.53	0.02
"SRR6747742"	91.58	8.33	0.07
"SRR6747763"	88.96	11	0.03
"SRR6747766"	81.45	18.53	0.02
"SRR6747776"	84.7	15.14	0.15
"SRR6747731"	92.33	7.58	0.06
"SRR6747771"	91.78	8.13	0.08
"SRR6747784"	94.56	5.34	0.09
"SRR6747768"	86.87	13.11	0.01
"SRR6747765"	82.38	17.6	0.01
"SRR6747785"	95.29	4.65	0.05
"SRR6747791"	92.66	7.26	0.07
"SRR6747812"	95.7	4.21	0.08
"SRR6747753"	91.96	8	0.03
"SRR6747811"	94.55	5.38	0.06
"SRR8100013"	90.52	9.38	0.09
"SRR6747759"	90.77	9.19	0.03
"SRR6747757"	88.74	11.24	0.01
"SRR6747797"	82.89	17.09	0.01
"SRR6747741"	92.59	7.29	0.08
"SRR6747760"	92.58	7.37	0.04
"SRR6747807"	92.5	7.43	0.06
"SRR6747775"	85.43	14.47	0.09
"SRR6747778"	67.34	32.65	0.01
"SRR6747790"	91.22	8.65	0.13
"SRR8100011"	92.21	7.6	0.18
"SRR6747786"	94.48	5.46	0.06
"SRR6747794"	84.74	15.23	0.02
"SRR6747756"	88.31	11.65	0.03
"SRR6747761"	89.31	10.65	0.02
"SRR6747781"	99.4	0.56	0.03
"SRR6747803"	99.56	0.24	0.2
"SRR7369907"	94.14	5.68	0.14
"SRR6747744"	93.68	6.23	0.07
"SRR6747779"	87.81	12.04	0.12
"SRR6747773"	90.03	9.86	0.1
"SRR6747808"	93.3	6.62	0.08
"SRR6747802"	83.4	16.57	0.02
"SRR8100027"	91.04	8.87	0.07
"SRR6747798"	86.07	13.9	0.02
"SRR6747780"	86.34	13.59	0.06
"SRR6747806"	95.2	4.72	0.07
"SRR6747738"	88.32	11.64	0.04
"SRR8100021"	90.72	9.21	0.06
"SRR8100009"	91.94	7.89	0.17
"SRR8100015"	90.81	9.12	0.06
"SRR6747800"	80.23	19.74	0.02
"SRR8100018"	90.97	8.96	0.06
"SRR8100022"	91.47	8.37	0.16
"SRR7369916"	85.48	14.39	0.12
"SRR6747795"	89.88	10.09	0.03
"SRR8100016"	90.75	9.19	0.06
"SRR6747787"	95.33	4.57	0.09
"SRR6747799"	88.24	11.74	0.02
"SRR6747796"	90.08	9.87	0.03
"SRR7369919"	86.22	13.68	0.09
"SRR6747789"	91.51	8.37	0.11
"SRR7369909"	80.76	19.11	0.12
"SRR7369914"	93.98	5.84	0.15
"SRR8100025"	90.59	9.32	0.08
"SRR6747804"	99.46	0.29	0.24
"SRR8100029"	91.12	8.81	0.07
"SRR8100017"	90.75	9.18	0.06
"SRR6747801"	85.03	14.94	0.02
"SRR7369915"	85.45	14.42	0.12
"SRR7369910"	81.05	18.82	0.12
"SRR8100028"	91.36	8.55	0.08
"SRR8100010"	92	7.83	0.16
"SRR8100008"	91.91	7.9	0.18
"SRR8100014"	91	8.93	0.06
"SRR8100030"	91.23	8.62	0.14
"SRR8821158"	94.08	5.81	0.11
"SRR7369922"	85.25	14.51	0.23
"SRR8100019"	90.79	9.15	0.06
"SRR8100023"	91.23	8.62	0.14
"SRR9691050"	92.69	7.07	0.13
"SRR7369923"	85.14	14.61	0.24
"SRR7599014"	82.96	14.97	1.55
"SRR6747805"	94.95	4.97	0.07
"SRR9178494"	80.23	18.1	1.11
"SRR6747792"	94.13	5.71	0.15
"SRR8100031"	91.16	8.69	0.15
"SRR6747810"	94.93	5.01	0.05
"SRR6747809"	94.72	5.2	0.07
"SRR6747793"	86.53	13.45	0.02
"SRR5919281"	94.09	5.86	0.04
"SRR7369911"	87.22	12.35	0.28
"SRR7369917"	85.56	14.32	0.11
"SRR5808828"	97.14	2.46	0
"SRR8100012"	90.52	9.38	0.09
"SRR9691037"	95.03	4.78	0.1
"SRR8100020"	90.74	9.19	0.06
"SRR7369920"	86.36	13.54	0.1
"SRR7369924"	87.12	12.54	0.2
"SRR7369913"	94.01	5.82	0.14
"SRR7369912"	87.03	12.63	0.21
"SRR9691019"	95.44	4.35	0.1
"SRR7369918"	86.26	13.64	0.1
"SRR7369921"	85.21	14.53	0.24
"SRR9178311"	96.1	1.71	0.43
"SRR9691054"	90.19	9.59	0.12
"SRR9691055"	96.02	3.82	0.1
"SRR9691030"	96.62	3.23	0.07
"SRR9691027"	96.13	3.68	0.07
"SRR8100026"	91.08	8.85	0.07
"SRR7369908"	80.86	19.01	0.12
"SRR9691024"	93.76	5.7	0.4
"SRR9691048"	94.43	5.23	0.12
"SRR9691020"	92.12	7.7	0.06
"SRR9691029"	97.14	2.71	0.08
"ERR3345715"	61.19	38.43	0.11
"SRR9691033"	87.29	12.53	0.07
"SRR2071949"	95.2	4.67	0.08
"SRR8816816"	85.02	14.4	0.5
"ERR3345702"	94.28	5.43	0.14
"SRR9691044"	87.64	12.08	0.13
"SRR9691022"	96.02	3.83	0.06
"SRR9691032"	95.54	4.13	0.23
"SRR9691021"	92.83	6.95	0.1
"SRR9691040"	90.74	9.06	0.08
"SRR9691042"	93.16	6.45	0.21
"SRR9691047"	95.3	4.34	0.25
"SRR9691028"	96.02	3.76	0.13
"ERR3345718"	69.43	30.43	0.09
"SRR9691041"	89.98	9.31	0.58
"SRR9691031"	95.21	4.58	0.09
"SRR9691018"	97.26	2.53	0.13
"ERR3345731"	84.96	12.42	2.45
"ERR3345709"	95.7	3.99	0.17
"SRR9691043"	95.96	3.81	0.1
"SRR9691035"	92.32	7.49	0.08
"ERR3345717"	75.14	1.98	22.25
"SRR9691053"	94.81	4.83	0.26
"ERR3345711"	95.83	4	0.05
"SRR9691046"	87.78	11.78	0.28
"SRR9691049"	95.64	4.15	0.09
"SRR9691058"	91.13	8.62	0.08
"ERR3345734"	85.53	7.09	7.02
"SRR9691026"	94.7	5.11	0.08
"ERR3345704"	95.04	4.78	0.04
"SRR9691025"	95.65	4.06	0.19
"SRR9691038"	93.21	6.37	0.27
"ERR3345705"	93.11	6.54	0.24
"ERR3345713"	93.2	6.46	0.21
"SRR9691059"	93.07	6.59	0.24
"SRR9691056"	95.23	4.53	0.11
"SRR9691057"	91.47	8.34	0.07
"ERR3345706"	93.01	6.75	0.12
"SRR9691023"	92.61	7.19	0.09
"ERR3345723"	93.04	6.72	0.14
"ERR3345728"	94.98	4.82	0.11
"ERR3345751"	20.43	8.6	62.32
"SRR9691036"	92.18	7.45	0.19
"ERR3345726"	32.45	67.4	0.1
"ERR3345719"	44.44	55.51	0.02
"SRR9691045"	95.73	3.96	0.19
"ERR3345739"	95.18	4.61	0.12
"ERR3345722"	91.43	8.39	0.1
"ERR3345737"	88.61	4.7	6.31
"ERR3345752"	93.58	5.93	0.37
"ERR3345707"	94.99	4.83	0.07
"ERR3345708"	93.98	5.84	0.06
"SRR9691051"	93.29	6.53	0.04
"ERR3345725"	38.97	60.93	0.06
"ERR3345735"	90.08	2.21	7.32
"SRR9691039"	96	3.7	0.19
"ERR3345745"	93.78	5.91	0.2
"SRR9691060"	92.11	7.72	0.08
"ERR3345749"	82.71	9.98	6.95
"ERR3345742"	89.44	10.38	0.09
"ERR2732993"	96.99	0.35	2.66
"ERR3345740"	29.52	70.33	0.06
"ERR3345714"	61.55	38.05	0.13
"ERR3345753"	93.23	6.42	0.24
"ERR3345733"	48.27	51.05	0.37
"ERR3345703"	96.46	3.36	0.05
"ERR3345748"	89.09	3.87	6.41
"ERR3345747"	43.08	55.83	0.98
"ERR2732973"	96.85	0.24	2.9
"ERR3345732"	93.98	5.8	0.12
"ERR3345730"	91.18	8.63	0.12
"ERR1713350"	54.95	44.74	0.05
"ERR3345724"	40.77	59	0.17
"ERR3345716"	92.82	6.94	0.13
"ERR2732999"	96.91	0.45	2.63
"ERR3345738"	91.83	7.97	0.09
"ERR3345727"	91.19	8.65	0.09
"ERR1713332"	50.77	48.95	0.1
"ERR3345721"	92.55	7.2	0.15
"ERR1713346"	84.38	14.98	0.06
"ERR3345743"	93.06	6.33	0.49
"ERR3345736"	87.29	6.05	6.18
"SRR9691052"	96.13	3.58	0.14
"ERR1713343"	64.19	35.49	0.12
"ERR3345741"	86.34	13.47	0.1
"ERR3345712"	95.47	4.33	0.08
"SRR8544467"	90.5	5.87	3.61
"ERR3345750"	34.66	62.68	0.74
"ERR3345746"	44.89	53.74	0.24
"ERR3345729"	92.85	6.88	0.17
"SRR9178217"	95.36	0.94	1.14
"SRR8543488"	94.09	5.39	0.51
"ERR3345720"	29.67	70.25	0.04
"SRR8583493"	2.08	97.76	0.01
"ERR1713331"	51.28	48.13	0.24
"ERR3345710"	94.81	4.99	0.09
"ERR1713338"	78.27	21.06	0.06
"ERR1713341"	52.56	46.86	0.14
"ERR1713335"	52.08	47.76	0.05
"ERR1713371"	16.58	83.36	0.02
"ERR2607462"	59.16	40.47	0.13
"ERR1713364"	55.27	44.31	0.16
"ERR1713348"	63.76	35.78	0.14
"ERR1713347"	68.41	31.29	0.11
"ERR1713351"	57.25	42.47	0.08
"ERR1713373"	62.03	37.45	0.13
"ERR1713370"	81.47	17.78	0.48
"ERR1713342"	65.24	34.07	0.12
"ERR1713354"	56.85	42.8	0.13
"SRR8815055"	77.77	18.7	2.99
"ERR1713358"	89.7	9.84	0.04
"ERR1713345"	67.61	31.89	0.13
"ERR1713355"	57.18	42.33	0.17
"ERR1713372"	54.68	44.94	0.24
"ERR1713360"	59.15	40.51	0.09
"ERR1713387"	74.71	24.88	0.08
"ERR1713374"	41.82	57.8	0.23
"ERR1713368"	56.07	43.74	0.07
"ERR1713363"	49.14	50.57	0.11
"ERR1713365"	48.55	51.19	0.21
"ERR1713398"	61.62	36.45	1.54
"ERR1713399"	81.58	18.16	0.12
"ERR1713349"	66.13	33.58	0.09
"ERR1713336"	48.73	50.88	0.08
"ERR1713367"	63.87	36.01	0.06
"ERR1713352"	51.27	48.68	0.03
"ERR1713381"	66.07	32.55	0.76
"ERR1713382"	42.37	57.58	0.02
"ERR1713356"	57.52	42.11	0.07
"ERR1713362"	71.71	28.14	0.06
"ERR1713357"	34.86	65	0.1
"ERR1713334"	52.52	46.74	0.16
"ERR1725959"	48.66	50.94	0.11
"ERR1713396"	53.98	45.73	0.18
"ERR1713397"	76.47	21.65	1.56
"ERR1713375"	55.27	44.13	0.09
"ERR1725961"	65.81	33.99	0.09
"ERR1713403"	73.35	25.41	0.2
"ERR1713385"	66.29	31.83	1.56
"ERR1713384"	76.3	23.43	0.12
"ERR1713337"	86.66	13.12	0.09
"ERR1713344"	84.74	14.96	0.24
"ERR1713359"	35.25	64.62	0.02
"ERR1713377"	61.24	38.43	0.13
"ERR1713408"	46.99	51.92	0.84
"ERR1725969"	75.98	23.88	0.05
"ERR1713380"	63.57	36.28	0.09
"ERR1725938"	49.93	49.62	0.22
"ERR1713392"	59.53	40.19	0.11
"ERR1725980"	48.8	51.01	0.1
"ERR1713383"	75.64	23.23	0.52
"ERR1713369"	60.79	38.29	0.56
"ERR1725950"	87.66	12.17	0.06
"ERR1713395"	53.26	46.69	0.03
"SRR8571173"	85.17	14.74	0.07
"ERR1725978"	72.5	27.38	0.06
"ERR1725970"	76.08	23.77	0.05
"ERR1713388"	49.47	49.93	0.17
"ERR1713411"	65.55	34.07	0.13
"ERR1726012"	83.23	16.59	0.06
"ERR1725974"	30.83	69.05	0.09
"ERR1713390"	60.93	37.66	0.31
"ERR1713378"	71.48	26.97	0.26
"ERR1713400"	63.31	35.92	0.11
"ERR1725981"	53.91	45.74	0.16
"ERR1713389"	60.81	37.88	0.8
"ERR1726035"	65.98	33.7	0.09
"ERR1713407"	29.05	70.86	0.07
"ERR1725985"	60.08	39.19	0.46
"ERR1713376"	53.05	46.65	0.12
"ERR1726006"	55.23	44.59	0.07
"ERR1725951"	87.88	11.95	0.06
"ERR1725966"	66.13	33.61	0.12
"ERR1713386"	32.2	66.93	0.54
"ERR1713402"	58.83	40.52	0.13
"ERR1713394"	82.73	17.21	0.02
"ERR1726033"	65.38	34.32	0.08
"ERR1725983"	78.53	21.02	0.03
"ERR1713391"	61.21	38.25	0.06
"ERR1725956"	66.83	32.35	0.15
"ERR1726016"	48.93	50.03	0.64
"ERR1713410"	63.88	35.06	0.51
"ERR1713409"	65.76	33.27	0.17
"ERR1725999"	62.43	37.44	0.09
"ERR1713406"	76.32	23.48	0.07
"ERR1726013"	61.03	38.39	0.09
"ERR1725967"	62.57	37.18	0.06
"ERR1725944"	56.9	42.61	0.19
"ERR1713405"	61.68	37.94	0.11
"ERR1725972"	76.52	23.33	0.06
"ERR1713404"	64.51	34.87	0.25
"SRR8571171"	88.34	11.53	0.1
"ERR1726009"	49.68	50.27	0.03
"SRR8648012"	55.71	44.25	0.01
"ERR1713401"	53.08	45.73	0.62
"ERR1725997"	90.31	9.39	0.07
"ERR1726005"	54.4	45.42	0.06
"ERR1726003"	59.54	39.36	0.72
"ERR1725989"	38	61.69	0.21
"ERR1725971"	76.42	23.44	0.05
"ERR1725979"	47.7	52.1	0.1
"ERR1725942"	56.21	43.3	0.2
"SRR8571169"	88.39	11.39	0.2
"SRR8648018"	94.13	5.69	0.17
"ERR1725992"	52.29	47.5	0.12
"ERR1725993"	52.87	46.9	0.14
"SRR8648014"	96.14	3.58	0.02
"SRR8571164"	90.39	9.14	0.41
"ERR1725945"	50.68	48.79	0.13
"ERR1725947"	48.93	50.95	0.04
"ERR1725998"	90.26	9.44	0.07
"SRR8931238"	85.28	14.59	0.12
"ERR1726032"	65.22	34.49	0.09
"SRR8931216"	88.44	11.37	0.17
"SRR8648013"	93.25	6.68	0.06
"SRR8931211"	84.18	15.69	0.11
"ERR1725990"	51.97	47.62	0.07
"ERR1725988"	37.27	62.48	0.16
"SRR8571167"	89.61	9.81	0.55
"SRR8931200"	68.58	31.37	0.04
"ERR1726018"	57.94	41.6	0.11
"SRR8648016"	91.01	8.88	0.1
"SRR8931197"	84.78	15.14	0.06
"SRR8648011"	40.52	58.8	0.12
"SRR8931196"	78.76	21.1	0.12
"SRR8931201"	77.48	22.47	0.04
"SRR8931242"	94.62	5.24	0.13
"SRR8648015"	51.72	48.18	0.07
"SRR8648017"	58.33	41.62	0.02
"SRR8931207"	83.56	16.3	0.12
"SRR8931215"	88.65	11.16	0.16
"ERR1725984"	58.27	38.8	2.13
"SRR8931214"	90.09	9.72	0.15
"SRR8931230"	82.72	17.16	0.11
"SRR8931195"	78.28	21.61	0.1
"SRR8648019"	90.93	8.85	0.21
"SRR8931244"	79.8	20.07	0.11
"SRR8931206"	83.31	16.54	0.13
"SRR8929694"	85.08	14.86	0.05
"SRR8571168"	89.38	10.48	0.11
"SRR8931202"	90.39	9.48	0.1
"SRR8931199"	77.57	22.38	0.04
"SRR8934086"	81.19	18.77	0.03
"SRR8931213"	86.77	13.03	0.15
"SRR8929689"	81.14	18.82	0.03
"SRR8931237"	88.98	10.89	0.11
"SRR9002931"	93.9	5.86	0.1
"SRR8931241"	94.65	5.22	0.12
"SRR8931198"	83.88	16.03	0.06
"SRR8590644"	88.09	11.78	0.1
"SRR9722237"	92.42	7.2	0.26
"SRR8931229"	78.08	21.74	0.17
"SRR8929696"	83.49	16.45	0.06
"SRR8931236"	77.54	21.72	0.7
"SRR8931239"	90.36	9.51	0.12
"SRR8929690"	83.46	16.5	0.03
"SRR8934087"	83.5	16.44	0.05
"SRR8929701"	83.37	16.58	0.05
"SRR8931243"	78.23	21.62	0.13
"SRR8590643"	92.21	7.64	0.13
"SRR8894381"	95.28	3.34	1.09
"SRR8590645"	86.08	13.73	0.14
"SRR8929697"	84.91	15.03	0.05
"SRR8379593"	10.48	89.45	0.06
"SRR8929691"	83.72	16.23	0.03
"SRR8929693"	83.95	15.94	0.1
"SRR8929699"	85.08	14.88	0.04
"SRR8929703"	84.48	15.44	0.07
"SRR8931235"	80.02	19.42	0.53
"SRR8929706"	90.05	9.84	0.07
"SRR8379591"	4.42	95.24	0.25
"SRR8929702"	76.99	22.94	0.06
"SRR9722238"	92.33	7.3	0.24
"SRR8894378"	84.61	8.13	6.91
"SRR8929713"	81.85	18.08	0.05
"SRR8931240"	91.24	8.55	0.19
"SRR8929707"	90.29	9.6	0.06
"SRR8379594"	67.23	32.6	0.14
"SRR8931210"	86.83	13.01	0.13
"SRR9637884"	89.19	10.52	0.1
"SRR5829548"	95.89	3.71	0
"SRR8894382"	92.88	5.16	1.8
"SRR9178423"	95.45	1.03	0.24
"SRR9637883"	90.19	9.54	0.08
"SRR2107182"	92.02	7.78	0.08
"SRR8815072"	76.2	21.3	1.87
"SRR8929700"	82.61	17.34	0.05
"SRR9178388"	97.93	0.17	0.32
"SRR4754862"	87.2	7.2	5.59
"SRR9637882"	88.57	11.26	0.05
"SRR8814864"	95.33	4.53	0.08
"ERR3211673"	51.9	47.94	0.04
"SRR8894380"	93.38	5.79	0.8
"SRR5924793"	90.68	5.74	3.37
"SRR5788091"	67.36	21.33	0.14
"SRR8894379"	92.92	5.96	1.05
"SRR8379592"	5.16	94.64	0.16
"SRR5788449"	67.63	10.76	0.2
"ERR3345744"	93.72	6.02	0.16
"SRR9691034"	94.7	5.12	0.09
"SRR5919008"	93.26	5.93	0.02
"SRR5677509"	86.29	11.93	1.59
"SRR5574343"	87.82	9.4	0.36
"SRR9637885"	88.99	10.81	0.06
"SRR7632672"	61.43	0.25	0.1
"SRR5278468"	92.3	7.35	0.33
"SRR7597270"	53.6	43.64	1.81
"SRR5788019"	56.99	33.49	0.25
"SRR3501849"	92.81	7.04	0.13
"SRR9178462"	82.99	14.77	1.48
"SRR5788234"	89.55	3.62	4.64
"SRR8100024"	90.79	9.11	0.1
"SRR9178481"	90.41	1.53	0.82
"ERR1713353"	75.79	22.89	0.66
"SRR5239612"	32.96	59.42	0.04
"SRR5788378"	71.43	7.06	0.19
"SRR3989217"	96.9	3.01	0.02
"SRR5918909"	94.94	5.01	0.05
"ERR2431948"	98.42	1.3	0.11
"SRR7877878"	46.71	53.02	0.25
"SRR5788347"	75.09	14.54	0.24
"ERR2607603"	66	33.51	0.22
"SRR7599136"	78.64	18.4	2.33
"ERR1700708"	94.3	5.64	0.05
